t,bear,bull
1,0.4082990151144814,0.5917009848855186
2,0.3424100366721041,0.6575899633278959
3,0.2862708754818988,0.7137291245181012
4,0.24188505787247105,0.758114942127529
5,0.20961085759376163,0.7903891424062384
6,0.18884123775359662,0.8111587622464034
7,0.17873238772624234,0.8212676122737577
8,0.17873238772624234,0.8212676122737577
9,0.18884123775359662,0.8111587622464034
10,0.20961085759376163,0.7903891424062384
11,0.24188505787247094,0.7581149421275291
12,0.2862708754818988,0.7137291245181012
13,0.34241003667210423,0.6575899633278958
14,0.4082990151144814,0.5917009848855186
15,0.4800611941616273,0.5199388058383727
16,0.5524772948804166,0.4475227051195834
17,0.6201575369989258,0.37984246300107416
18,0.6787879204245473,0.32121207957545267
19,0.7258307559760457,0.2741692440239542
20,0.7604566423888985,0.23954335761110146
21,0.7829439716042501,0.21705602839574994
22,0.7939508465942686,0.20604915340573138
23,0.7939508465942686,0.20604915340573132
24,0.7829439716042501,0.2170560283957499
25,0.7604566423888985,0.23954335761110146
26,0.7258307559760457,0.2741692440239542
27,0.6787879204245474,0.3212120795754526
28,0.6201575369989258,0.3798424630010742
29,0.5524772948804165,0.4475227051195835
30,0.48006119416162796,0.519938805838372
31,0.40829901511448163,0.5917009848855184
32,0.34241003667210435,0.6575899633278957
33,0.2862708754818989,0.7137291245181011
34,0.24188505787247094,0.7581149421275291
35,0.20961085759376175,0.7903891424062383
36,0.18884123775359662,0.8111587622464034
37,0.17873238772624234,0.8212676122737577
38,0.17873238772624234,0.8212676122737577
39,0.18884123775359662,0.8111587622464034
40,0.20961085759376152,0.7903891424062385
41,0.24188505787247072,0.7581149421275293
42,0.28627087548189867,0.7137291245181013
43,0.3424100366721039,0.6575899633278961
44,0.40829901511448086,0.5917009848855191
45,0.4800611941616274,0.5199388058383726
46,0.5524772948804163,0.4475227051195837
47,0.6201575369989258,0.3798424630010741
48,0.6787879204245473,0.3212120795754528
49,0.7258307559760456,0.2741692440239544
50,0.7604566423888985,0.23954335761110146
51,0.7829439716042501,0.21705602839574994
52,0.7939508465942686,0.20604915340573132
53,0.7939508465942686,0.20604915340573138
54,0.7829439716042501,0.2170560283957499
55,0.7604566423888985,0.23954335761110152
56,0.7258307559760458,0.27416924402395415
57,0.6787879204245475,0.3212120795754525
58,0.6201575369989256,0.3798424630010744
59,0.5524772948804166,0.44752270511958336
60,0.4800611941616283,0.5199388058383717
61,0.40829901511448163,0.5917009848855184
62,0.3424100366721047,0.6575899633278953
63,0.286270875481899,0.713729124518101
64,0.24188505787247117,0.7581149421275288
65,0.20961085759376186,0.7903891424062381
66,0.18884123775359662,0.8111587622464034
67,0.17873238772624234,0.8212676122737577
